Review_Text,Sentiment_Class
എനിക്ക് ഇഷ്ടപ്പെട്ടു... ബോക്സി ഡിസൈൻ... നല്ല ui... നല്ല ക്യാമറ... വില കുറച്ച് കൂടുതൽ ആണ് എന്നത് ആണ് പ്രശ്നം...,Mixed Feelings
Nothing ഞാനും ഉപയോഗിക്കുന്നു .3 Updation വരെ കുഴപ്പമില്ലായിരുന്നു.നാലാമത് വന്ന അപ്‌ഡേഷന് ശേഷം ഇത്തിരി ഹീറ്റാവുന്നുണ്ട്...ഇത് എത്ര watt charger സപ്പോർട്ട് ചെയ്യും?,Mixed Feelings
Moto nalla phone ആണ് പക്ഷേ service center തീരെ കുറവാ... Keralathil തന്നെ കുറച്ചേ ഉള്ളു..അത് scean ആണ്...,Mixed Feelings
Phone 📱 is very good.Price കുറയണം...😉😀,Mixed Feelings
ആ ലൈറ്റ് കത്തൽ ഒഴിച്ചാൽ ബാക്കി മൊത്തം എനിക്കിഷ്ടപ്പെട്ടു .... സൂപ്പറാണ്.❤❤❤💪💪💪🔥🔥🔥,Mixed Feelings
Now using battery backup മാത്രം issue ആയി തോന്നി ബാക്കി എല്ലാം over all good,Mixed Feelings
Iqoo 9 pro യിൽ വീഡിയോ കാണുന്ന ഞാൻ 😌😌 പ്രൊസസർ മാത്രം കൊള്ളാം... ക്യാമറ സ്പെക്ക് എല്ലാം 9 പ്രൊ ക്കും താഴെ,Mixed Feelings
ഞാൻ poco m2 pro 2 years 6 months ആയി ഉപയോഗിച്ചുവരുന്നു good പെർഫോമൻസ് നോ ലാഗ് ക്യാമറ പഴയ ക്ലാരിറ്റി തോന്നുന്നില്ല.എനിക്കും f5 എടുക്കണം എന്നാഗ്രഹമുണ്ട്.,Mixed Feelings
"13k യ്ക്ക് worth ആണ് ബ്രോ. ഇപ്പോ 30K യ്ക്ക് ഒക്കെ ഇറങ്ങുന്ന ഫോണിനെക്കാൾ നല്ല ക്യാമറ ആണ്. Modern features like fast charging, full screen display compromise ചെയ്യാമെങ്കിൽ എടുത്തോളൂ",Mixed Feelings
Display ഒകെ കൊള്ളാം....എന്ന് ലൈൻ അടിക്കും 🙏🏻..പെർഫോമൻസ് ഒകെ കൊള്ളാം.പക്ഷെ എന്ന് അടിച്ചു പോകും 🤔🙏🏻,Mixed Feelings
x3 pro ആയിരുന്നില്ല nteth.. X3 ആയിരുന്നു.. 2 കൊല്ലം sugayitt oodi.. With small small bugs... 😜😅... Last 2.5 കൊല്ലം കഴിഞ്ഞ ശേഷം update വന്നപ്പോ കൊറേ പേര്‍ക്ക് പണി കിട്ടി... കൂട്ടത്തിൽ nkm... അത് വരെയുളള updation ഇല്‍ heating issue &amp,Mixed Feelings
POCO X3 pro user ആണ് ഞാൻ ഒന്നരവർഷമായി ഈ ഫോൺ ഞാൻ ഉപയോഗിക്കുന്നു. തകർപ്പൻ പെർഫോമൻസ് അണ്. എൻ്റെ എല്ലാ പരിപടികളിലും നടക്കും. പക്ഷേ രണ്ടു ആഴ്ച മുമ്പ് എൻ്റെ ഫോൺ dead ayi. Mi repair shop ചെന്നപ്പോൾ CPU issue ahn reball ചെയ്യണം എന്നു പറഞ്ഞു. ഒരു ആഴ്ച എടുത്തു റിപ്പയർ ചെയ്ത് കിട്ടാൻ.😢😢. അത് പോലെ നല്ല rate ഉണ്ട് repair work nu.,Mixed Feelings
ഞാൻ ഇത് നേരിട്ട് Test ചെയ്തതാണ് Overall Good പക്ഷെ Camera Dissatisfied ആണ്,Mixed Feelings
"ക്യാമറ ക്വാളിറ്റി ഇഷ്ട്ടപെട്ടു, but ക്യാമറ ഡിസൈൻ എനിക്ക് ഇഷ്ടപ്പെട്ടില്ല 😑",Mixed Feelings
Nice phone camera 📸 🔥🙌.But front camera 😌😅.Flagship specifications എല്ലാം ഉണ്ടല്ലോ..✌️,Mixed Feelings
Punch hole + stereo speakers ആയിരുന്നേൽ പൊളി ആയനെ ബാക്കി എല്ലാം ok ആണ് 👍,Mixed Feelings
ഈ ഫോണിന് സ്റ്റീരിയോ ഇഫക്ട് ഇല്ല. അതൊരു പോരായ്മയാണ്. Else 👍.❤️,Mixed Feelings
Vivo X series ..my fav vivo phones❤.Blotware കൂടെ ഒഴിവാക്കിയാൽ നല്ലതാരുന്നു,Mixed Feelings
പക്ഷേ ഭയങ്കര വിലയല്ലേ 😭. vivo എപ്പോഴും ക്യാമറ സൂപ്പർ പെർഫെക്ഷൻ ആയിരിക്കും👌,Mixed Feelings
Front Cameraയിൽ ഇവർ എന്തിനാണ് ഇങ്ങനെ പിശുക്ക് കാണിക്കുന്നത് എന്നാ മനസ്സിലാവാത്തത്.processorൻ്റെ problem ഒന്നും ഇല്ലല്ലോ .... Samsung ഒക്കെ S10 മുതലേ front camഇൽ 4k @60 തന്നുകൊണ്ടിരികുന്നു . Minimum 4k@30 and 1080@60 fps enkilum vende?? By the by IR blaster is such an underrated feature ... Kudos for adding it 👌👌👌👌👌,Mixed Feelings
"Software experience വേറെ level, പക്ഷെ റേഞ്ച് ഇല്ല 😅",Mixed Feelings
infinix അടിപൊളി ആണ്. ക്യാമറ അത്ര പോര,Mixed Feelings
"Everything is good except storage and WEIGHT…storage 128 will surely not be enough in the long run…. And weight..oru nalla screen guardum nalla caseum ittaal കാൽ കിലോ ഉള്ള ഫോൺ കയ്യിൽ പിടിക്കാം….. pixel fan, but sadly had to settle with iphone 13 , as i was in search of a long lasting 256 gb lightweight phone….in 3 weeks i have found more than 2 big bugs in it…😅 and ios software(other than security) is so boring to say the least when compared with stock android ❤",Mixed Feelings
"ഞാൻ android heavy ucer ആണ്. പക്ഷെ കുറെ കാലം ആയി ആഗ്രഹിക്കുന്നു, നല്ലൊരു വലിയ display അല്ലാത്ത or iPhone ഉപയോഗിക്കണം എന്ന്.... ഇപ്പൊ ഈ iPhone 12 mini കണ്ടപ്പോൾ ഇതിനോട് വല്ലാത്തൊരു ഇഷ്ടം ആയിട്ടുണ്ട്, പിന്നെ യഥാർത്ഥ വിശയം battery back up കുറവാണെന്ന് കണ്ടു, പിന്നെ iPhone starting ucer ആയത്തിനാൽ game ഓക്കെ കുറവായിരിക്കും, എന്തന്നാൽ game ഓക്കെ android ഇൽ തന്നെ playing ചെയ്യാൻ ആണ് എനിക്കിഷ്ടം, ആയതിനാൽ ഈ വീഡിയോ കണ്ടു പ്രചോദനം ആയ സ്ഥിതിക്ക് അതികം വൈകാതെ തന്നെ ഒരു iPhone 12 mini തന്നെ എടുക്കണം എന്ന് വിചാരിക്കുന്നു.... പിന്നെ ഒരു ചെറിയ power bank കൂടെ കയ്യിൽ കരുതുകയാണെങ്കിൽ battery issue solve ആവുകയും ആവുമല്ലോ...........😍",Mixed Feelings
broo ഞാൻ കുറെ സാംസങ് ഫോണും റെഡ്മി ഇi phonum ok use ചെയ്തത്. iphone വേറെ ലെവൽ സാംസങ് വെറുത്തു പോയി ഉള്ള കാര്യം പറയാലോ ഒടുക്കത്തെ വെറുപ്പിക്കൽ ആണ് ലാഗ് ആണ് മെയിൻ പ്രശനം. ഐ phonil ചാർജിങ് പ്രശനം മാത്രമേ ഉള്ളു,Mixed Feelings
Poli poli 😘 charger um head phone um കിട്ടാത്തത് വലിയ പണി ആയി പോയി. കൂടുതൽ price akunnilley 12 serious വാങ്ങുമ്പോൾ😢😜😘😘😘,Mixed Feelings
"2 വർഷമായി x ഉപയോഗിക്കുന്നു . ബാറ്ററി 85 % ഉണ്ട് , വേഗത്തിൽ ചാർജ് തീർന്നു പോകുന്നു , ബാറ്ററി മാറ്റാൻ സമയം ആയോ ? Performance ഇപ്പോഴും അടിപൊളിയാണ് , പുതിയ ഒറിജിനൽ ബാറ്റെറിക്ക് എത്രയാവും ??",Mixed Feelings
"iPhone 6s touch complaint ഉണ്ട്‌ സ്കീൻ ചൂടായാൽ പിന്നെ ടച്ച്‌ വർക്ക്‌ ചെയ്യില്ല, നിരന്തരമായ്‌ ഏടുത്ത്‌ എറിയൽ മൂലം സ്കീൻ ഇളകിയിട്ടുണ്ട്‌,.പക്ഷേ iPhone 5s ultimate ഐറ്റം തന്നെയാണു 5 വർഷം ആയിട്ട്‌ കയ്യിലുണ്ട്‌ still working perfectly .But camera ക്ലാരിറ്റി വളരെ കുറവാണു iphone 6നെ അപേക്ഷിച്ച്‌ പിന്നെ മെമ്മറി വളരെ കുറവാണു",Mixed Feelings
ഇതുവരെ ഇല്ല... പെർഫോമൻസും ഓക്കേ... Bt ബാറ്ററി ഒരുപാടൊന്നും പ്രധീക്ഷിക്കണ്ട.,Mixed Feelings
"അയ്യോ മതി തള്ളിയത്.എന്റെയും 11 തന്നെയാ.smoothness,camera ,build quality കൊള്ളാം അല്ലാതെ വേറെ എന്ത് തേങ്ങയാണ് ഉള്ളത്.പിന്നെ ഉപകാരം ഉള്ളത് ബാറ്ററിയെ പേടിച്ചു use ചെയ്യണം😆😂",Mixed Feelings
എൻ്റെ ഒരു അഭിപ്രായത്തിൽ iphone 11 നല്ലൊരു ഫോൺ ആണ്.പക്ഷേ അതിൽ ഒരു പോരായ്മ ആയിട്ടുള്ളത് അതിൻ്റെ portrait അത്ര നല്ലതല്ല .edge detection not perfect..this my personal opinion..pls reply,Mixed Feelings
camera best ആണ് പക്ഷെ ഇതിന്റെ LCD ഡിസ്പ്ലേ ആയത് കൊണ്ട് ഈ ഫോണിനെക്കാളും മികച്ചു നിൽക്കുകയാണ് X ഒക്കെ ആണ് .amoled ആണേൽ കുറച്ചൂടെ നന്നായേനെ 😌,Mixed Feelings
ഫോൺ കിടു ആണെന് ഇത് കണ്ടപ്പോ മനസിലായി നല്ല പെർഫോമൻസ് ഫീൽ ചെയ്ത്..Power bank കൂടെ വാങ്ങേണ്ടി വരും ല്ലേ,Mixed Feelings
Firstly liked that you included others user experiences 🤍.About Iphone 12 series .Charging adapter excluded was not fair..Too much Curved corners that annoyed mobile gaming experience..Boxy design really nice and fingerprint magnet again annoyed. .Dolby vision il എടുത്ത videos edit ചെയ്യാൻ ഇപ്പോഴത്തെ most softwares not supported. So the amazing videos you shot want to edit. Do it in phone itself for now. .Need 12 Pro Max for complete camera capabilities. Which they didn&#39,Mixed Feelings
"സത്യം പറഞ്ഞാൽ ഒരു iphone 7, SE model ഉള്ളവർക്ക് തന്നെ pubg പോലുള്ള വലിയ game smooth ആയി കളിക്കാനും അത് youtube ലേക്ക് stream ചെയ്യാനും സാധിക്കും ഇതായിരിക്കാം ഒരു mobile ഫോണിലേക്ക് കൊടുക്കാവുന്ന വലിയ ഒരു task.A14 chip ഒക്കെ വരുമ്പോൾ അത്ര മാത്രം ചെയ്യാൻ പറ്റുന്ന task കളും വരണം എന്നാൽ അല്ലെ അതിന്റെ use ഉള്ളൂ.പിന്നെ main ആയിട്ടുള്ള കാര്യം ആണ് video / photos അതിന് ഒരു gopro പുതിയ model എടുത്താൽ പോരെ അതാവുമ്പോ battery extra ഇടാം നല്ല quality ആയിരിക്കും.അപ്പൊ പിന്നെ ഇപ്പോൾ iphone 11, X, Xs, SE ഒക്കെ എടുത്തവർ 12 എടുക്കേണ്ട കാര്യം ഇല്ല എന്ന് തന്നെ പറയാം .ഇതിൽ ഒരു wow factor ആയി തോന്നിയത് ഈ phone ന്റെ look ആണ്...അടുത്ത iphone ഇലും camera യുടെ quality മാറും display improve ചെയ്യും കൊറച്ചൂടെ scratch, water, dust resistant ആയിരിക്കും....Apple ന്റെ ads ഇൽ കൂടുതൽ promote ചെയ്തത് 5G ആണ്.കാള പെറ്റു എന്ന് കേട്ടപ്പോഴേ കയർ എടുക്കല്ലേ 😁.5G ഒക്കെ വന്നാൽ വന്ന്.മൊത്തത്തിൽ ഒരു wow fact or വിപ്ലവകരമായ ഒരു മാറ്റം മിസ്സ് ആയി ( charger എടുത്തുമാറ്റിയത് ഒരു വിപ്ലവകരമായ മാറ്റം aye 😁)",Mixed Feelings
